  ;eigenvalue;percentage of variance;cumulative percentage of variance;
dim 1;0.139420334659016;7.19588824046549;7.19588824046549
dim 2;0.126093484966981;6.50805083700562;13.7039390774711
dim 3;0.0965350679349761;4.98245511922469;18.6863941966958
dim 4;0.093902237159986;4.8465670792252;23.532961275921
dim 5;0.0787509013342966;4.06456264951218;27.5975239254332
dim 6;0.0733169414139106;3.78410020200838;31.3816241274415
dim 7;0.0688372167457576;3.55288860623273;34.9345127336743
dim 8;0.0676432651329832;3.49126529718631;38.4257780308606
dim 9;0.0666879993650943;3.44196125755333;41.8677392884139
dim 10;0.0641415315967468;3.31053066305798;45.1782699514719

